File Name,Start Timestamp,End Timestamp,Word,True Label
audio1006.webm,1.36,1.6,the,0
audio1006.webm,1.6,1.86,sense,1
audio1006.webm,1.86,2.2,to,0
audio1006.webm,2.2,2.46,see,1
audio1006.webm,2.46,2.88,my,0
audio1006.webm,2.88,3.48,danger.,1
audio1007.webm,0,0.12,A,0
audio1007.webm,0.12,0.78,classroom,1
audio1007.webm,0.78,1.02,of,0
audio1007.webm,1.02,1.26,young,1
audio1007.webm,1.26,1.86,children,1
audio1007.webm,1.86,2.64,holding,1
audio1007.webm,2.64,2.8,a,0
audio1007.webm,2.8,3.24,pose.,1
audio1008.webm,0,0.54,Apparently,0
audio1008.webm,0.54,1.1,married,1
audio1008.webm,1.1,1.56,young.,1
audio1008.webm,2.56,2.86,She,0
audio1008.webm,2.86,3.12,had,0
audio1008.webm,3.12,3.42,one,1
audio1008.webm,3.42,4.16,child,1
audio1008.webm,4.16,4.5,while,0
audio1008.webm,4.5,4.8,on,0
audio1008.webm,4.8,5.16," air,",0
audio1008.webm,6.08,6.58,before,0
audio1008.webm,6.58,6.92,her,0
audio1008.webm,6.92,7.54,husband,1
audio1008.webm,7.54,8.14,died.,1
audio101.webm,0,0.14,The,0
audio101.webm,0.14,0.56,snake,1
audio101.webm,0.56,1.1,attacks,1
audio101.webm,1.1,1.44,Harry,1
audio101.webm,1.44,2.5,and,0
audio101.webm,2.5,3.14,again,0
audio101.webm,3.14,3.46,they,0
audio101.webm,3.46,3.88,barely,1
audio101.webm,3.88,4.38,escape,1
audio101.webm,4.38,5.14,but,0
audio101.webm,5.14,5.7,Harry's,1
audio101.webm,5.7,5.94,wand,1
audio101.webm,5.94,6.46,is,0
audio101.webm,6.46,7.12,destroyed.,1
audio1010.webm,0,0.28,He,0
audio1010.webm,0.28,0.6,was,0
audio1010.webm,0.6,0.8,the,0
audio1010.webm,0.8,1.18,eldest,1
audio1010.webm,1.18,1.68,son,1
audio1010.webm,1.68,2.02,of,0
audio1010.webm,2.02,2.34,John,1
audio1010.webm,2.34,3.08," Greaves,",1
audio1010.webm,4,4.34,Rector,1
audio1010.webm,4.34,4.96,of,0
audio1010.webm,4.96,5.86,Colmoe,1
audio1010.webm,5.86,6.56,and,0
audio1010.webm,6.56,7.04,Sarah,1
audio1010.webm,7.04,7.78,Greaves.,1
audio1011.webm,0,0.4,Without,1
audio1011.webm,0.4,0.94," leverage,",1
audio1011.webm,1.5,1.78,this,0
audio1011.webm,1.78,2.1,is,0
audio1011.webm,2.1,2.94,capital,1
audio1011.webm,2.94,3.92," intensive,",1
audio1011.webm,4.26,4.44,as,0
audio1011.webm,4.44,4.68,all,0
audio1011.webm,4.68,5.26,positions,1
audio1011.webm,5.26,5.86,have,0
audio1011.webm,5.86,6.1,to,0
audio1011.webm,6.1,6.26,be,0
audio1011.webm,6.26,6.7,fully,1
audio1011.webm,6.7,7.36,funded.,1
audio1016.webm,0,1.5,The,0
audio1016.webm,1.5,2.86,unincorporated,1
audio1016.webm,2.86,3.58,community,1
audio1016.webm,3.58,3.8,of,0
audio1016.webm,3.8,4.18,Smith,1
audio1016.webm,4.18,4.84,Landing,1
audio1016.webm,4.84,5.74,is,0
audio1016.webm,5.74,6.18,located,1
audio1016.webm,6.18,6.62,in,0
audio1016.webm,6.62,6.72,the,0
audio1016.webm,6.72,7.12,town.,1
audio1017.webm,0,0.16,The,0
audio1017.webm,0.16,0.62,chair,1
audio1017.webm,0.62,1.22,and,0
audio1017.webm,1.22,1.46,the,0
audio1017.webm,1.46,1.68,rope,1
audio1017.webm,1.68,1.92,were,0
audio1017.webm,1.92,2.2,stored,1
audio1017.webm,2.2,2.4,in,0
audio1017.webm,2.4,2.52,the,0
audio1017.webm,2.52,2.86,warehouse.,1
audio1020.webm,0,0.38,Today,1
audio1020.webm,0.38,0.96,the,0
audio1020.webm,0.96,1.46,museum,1
audio1020.webm,1.46,1.8,is,0
audio1020.webm,1.8,2.1,run,1
audio1020.webm,2.1,2.56,as,0
audio1020.webm,2.56,2.7,a,0
audio1020.webm,2.7,3.86,subsidiary,1
audio1020.webm,3.86,4.18,of,0
audio1020.webm,4.18,4.88,Valdress,1
audio1020.webm,4.88,5.52,Folk,1
audio1020.webm,5.52,6,Museum.,1
audio1021.webm,0,0.44,George,1
audio1021.webm,0.44,0.88,F.,0
audio1021.webm,1.14,1.76,Lohanstein,1
audio1021.webm,1.76,2.68,explored,1
audio1021.webm,2.68,3.38,visceral,1
audio1021.webm,3.38,3.9,factors,1
audio1021.webm,3.9,4.46,related,1
audio1021.webm,4.46,4.82,to,0
audio1021.webm,4.82,5.36,addictions,1
audio1021.webm,5.36,5.7,like,0
audio1021.webm,5.7,6.06,smoke.,1
audio1024.webm,0,0.44,England,1
audio1024.webm,0.44,0.98,and,0
audio1024.webm,0.98,1.6,Yorkshire,1
audio1024.webm,1.6,2.2," Cricketer,",1
audio1024.webm,2.78,2.96,Paul,1
audio1024.webm,2.96,3.48,Jarvis,1
audio1024.webm,3.48,3.88,grew,1
audio1024.webm,3.88,4.14,up,0
audio1024.webm,4.14,4.4,in,0
audio1024.webm,4.4,4.9,Mars.,1
audio1026.webm,0,0.12,the,0
audio1026.webm,0.12,0.72,record,1
audio1026.webm,0.72,1.1,fell,1
audio1026.webm,1.1,1.6,in,0
audio1026.webm,1.6,1.76,the,0
audio1026.webm,1.76,2.16,following,1
audio1026.webm,2.16,2.6," year,",1
audio1026.webm,3.24,3.54,almost,0
audio1026.webm,3.54,4.06,11,1
audio1026.webm,4.06,4.34,months,1
audio1026.webm,4.34,5.16,later.,1
audio1027.webm,0,0.16,In,0
audio1027.webm,0.16,0.44,most,0
audio1027.webm,0.44,0.98," theaters,",1
audio1027.webm,1.24,1.34,it,0
audio1027.webm,1.34,1.78,corresponds,1
audio1027.webm,1.78,2.34,more,0
audio1027.webm,2.34,2.56,or,0
audio1027.webm,2.56,2.82,less,1
audio1027.webm,2.82,3.06,to,0
audio1027.webm,3.06,3.16,the,0
audio1027.webm,3.16,3.54,seventh,1
audio1027.webm,3.54,3.84,row,1
audio1027.webm,3.84,4.04,of,0
audio1027.webm,4.04,4.32,seats.,1
audio1028.webm,0,0.12,The,0
audio1028.webm,0.12,0.64,Fury,1
audio1028.webm,0.64,1.22,X,1
audio1028.webm,1.22,1.48,is,0
audio1028.webm,1.48,1.62,a,0
audio1028.webm,1.62,2.06,very,0
audio1028.webm,2.06,2.64,potent,1
audio1028.webm,2.64,3.22,graphics,1
audio1028.webm,3.22,3.78,card.,1
audio1030.webm,0,0.88,Alabama's,1
audio1030.webm,0.88,1.18,rivers,1
audio1030.webm,1.18,2.18,are,0
audio1030.webm,2.18,2.48,among,0
audio1030.webm,2.48,2.74,the,0
audio1030.webm,2.74,3.12,most,0
audio1030.webm,3.12,3.92,biological,1
audio1030.webm,3.92,4.88,diverse,1
audio1030.webm,4.88,5.94,waterways,1
audio1030.webm,5.94,6.66,in,0
audio1030.webm,6.66,6.8,the,0
audio1030.webm,6.8,7.32,world.,1
audio1031.webm,0,0.18,The,0
audio1031.webm,0.18,0.78,fighting,1
audio1031.webm,0.78,1.46,had,0
audio1031.webm,1.46,1.98,now,0
audio1031.webm,1.98,2.58,become,0
audio1031.webm,2.58,3.66,intermittent.,1
audio1032.webm,0,0.14,and,0
audio1032.webm,0.14,0.96,electrician,1
audio1032.webm,0.96,1.2,knows,0
audio1032.webm,1.2,1.46,how,0
audio1032.webm,1.46,1.64,to,0
audio1032.webm,1.64,2.04,solder.,1
audio1036.webm,0,0.12,The,0
audio1036.webm,0.12,0.46,village,1
audio1036.webm,0.46,0.8,is,0
audio1036.webm,0.8,1.16,within,0
audio1036.webm,1.16,1.96,Burlington,1
audio1036.webm,1.96,2.96,Township.,1
audio1037.webm,0,0.36,Among,0
audio1037.webm,0.36,0.78,his,0
audio1037.webm,0.78,1.1,big,1
audio1037.webm,1.1,1.68,screen,1
audio1037.webm,1.68,2.14,credits,1
audio1037.webm,2.14,2.54,are,0
audio1037.webm,2.54,2.68,the,0
audio1037.webm,2.68,3.18,films,1
audio1037.webm,4.56,5.4,Tootsie,1
audio1037.webm,5.4,5.94,and,0
audio1037.webm,5.94,6.6,Sleigh,1
audio1037.webm,6.6,7.02,Ground.,1
audio104.webm,0,0.9,The,0
audio104.webm,0.9,1.4,stream,1
audio104.webm,1.4,1.96,nearby,0
audio104.webm,1.96,2.4,is,0
audio104.webm,2.4,2.64,called,1
audio104.webm,2.64,3.18,Ride,1
audio104.webm,3.18,3.94," Waydild,",1
audio104.webm,4.5,4.74,which,0
audio104.webm,4.74,4.98,means,1
audio104.webm,4.98,5.52,bloody,1
audio104.webm,5.52,6.06,Ford.,1
audio1040.webm,0,0.14,The,0
audio1040.webm,0.14,0.64,journal,1
audio1040.webm,0.64,1.86,constitution,1
audio1040.webm,1.86,2.88,declined,1
audio1040.webm,2.88,3.2,to,0
audio1040.webm,3.2,3.68,publish,1
audio1040.webm,3.68,4.94,McKinney's,1
audio1040.webm,4.94,5.26,reply.,1
audio1041.webm,0,0.14,There,0
audio1041.webm,0.14,0.28,are,0
audio1041.webm,0.28,0.7,large,1
audio1041.webm,0.7,1.36,diversity,1
audio1041.webm,1.36,1.6,of,0
audio1041.webm,1.6,2.18,definitions,1
audio1041.webm,2.18,2.68,that,0
audio1041.webm,2.68,2.82,are,0
audio1041.webm,2.82,3.3,used.,0
audio1046.webm,0,0.18,they,0
audio1046.webm,0.18,0.92,emphasize,1
audio1046.webm,0.92,1.92,being,1
audio1046.webm,1.92,2.58,casual,1
audio1046.webm,2.58,3.82,and,0
audio1046.webm,3.82,4.5,comfortable.,1
audio1047.webm,0,0.2,They,0
audio1047.webm,0.2,0.54,just,1
audio1047.webm,0.54,0.76,missed,1
audio1047.webm,0.76,1.16,out,0
audio1047.webm,1.16,1.48,on,0
audio1047.webm,1.48,1.6,the,0
audio1047.webm,1.6,2.12,finals,1
audio1047.webm,2.12,2.58,that,1
audio1047.webm,2.58,3.02,year,1
audio1047.webm,3.02,3.58,in,1
audio1047.webm,3.58,4.26,heartbreaking,1
audio1047.webm,4.26,5.22,circumstances.,1
audio1049.webm,0,0.1,The,0
audio1049.webm,0.1,0.62,President,1
audio1049.webm,0.62,1.58,has,1
audio1049.webm,1.58,1.8,the,0
audio1049.webm,1.8,2,right,1
audio1049.webm,2,2.24,to,1
audio1049.webm,2.24,3.06,initiate,1
audio1049.webm,3.06,4.72,the,0
audio1049.webm,4.72,5.3,legislative,1
audio1049.webm,5.3,6.36,process.,1
audio1050.webm,0,0.26,Bush,1
audio1050.webm,0.26,1,willotries,1
audio1050.webm,1,1.68,often,0
audio1050.webm,1.68,1.96,are,0
audio1050.webm,1.96,2.64,important,1
audio1050.webm,2.64,3.14,plants,1
audio1050.webm,3.14,3.52,in,0
audio1050.webm,3.52,3.74,their,0
audio1050.webm,3.74,4.24,habitat.,0
audio1051.webm,0,0.46,Pigments,1
audio1051.webm,0.46,0.92,found,0
audio1051.webm,0.92,1.26,in,0
audio1051.webm,1.26,1.4,the,0
audio1051.webm,1.4,1.86,fruiting,1
audio1051.webm,1.86,2.26,body,1
audio1051.webm,2.26,2.54,or,0
audio1051.webm,2.54,3.6," scleroderma,",0
audio1051.webm,4.08,4.92," citronum,",0
audio1051.webm,5.42,5.94,purse.,0
audio1053.webm,0,0.16,He,0
audio1053.webm,0.16,0.34,was,0
audio1053.webm,0.34,0.48,a,0
audio1053.webm,0.48,0.92,plucked,1
audio1053.webm,0.92,1.38,instrument,1
audio1053.webm,1.38,2.14,instructor,1
audio1053.webm,2.14,3.2,for,0
audio1053.webm,3.2,3.34,the,0
audio1053.webm,3.34,3.72,Baroque,1
audio1053.webm,3.72,4.28,program,1
audio1053.webm,4.28,4.6,at,1
audio1053.webm,4.6,5.32,Juilliard.,1
audio1056.webm,0,0.14,It,0
audio1056.webm,0.14,0.48,flows,1
audio1056.webm,0.48,1.4,northwest,1
audio1056.webm,1.4,1.94,to,1
audio1056.webm,1.94,2.3,receive,0
audio1056.webm,2.3,2.62,the,0
audio1056.webm,2.62,2.8,Ross,1
audio1056.webm,2.8,3.24,River,1
audio1056.webm,3.24,4.38,at,1
audio1056.webm,4.38,4.6,the,0
audio1056.webm,4.6,5.1,town,1
audio1056.webm,5.1,5.82,of,1
audio1056.webm,5.82,6.28,Ross,1
audio1056.webm,6.28,6.68,River.,1
audio1057.webm,0,0.3," Yes,",1
audio1057.webm,1.2,1.68," indeed,",1
audio1057.webm,2.34,2.88,answered,1
audio1057.webm,2.88,3.12,the,0
audio1057.webm,3.12,3.32,little,1
audio1057.webm,3.32,3.68,woman.,1
audio106.webm,0,0.28,both,0
audio106.webm,0.28,1.2,federation,1
audio106.webm,1.2,2.34,and,0
audio106.webm,2.34,3.36,neonzion,1
audio106.webm,3.36,4.26," forces,",1
audio106.webm,5.04,5.48,look,1
audio106.webm,5.48,5.66,on,0
audio106.webm,5.66,5.98,as,0
audio106.webm,5.98,6.58,Axis,0
audio106.webm,6.58,7.2," Virs,",0
audio106.webm,8.14,8.24,or,0
audio106.webm,8.24,8.62,from,0
audio106.webm,8.62,9.52,reentry.,1
audio1060.webm,0,1.04," McMahon,",1
audio1060.webm,1.58,2.04,resigned,1
audio1060.webm,2.04,2.94,soon,0
audio1060.webm,2.94,3.74,afterward.,0
audio1061.webm,0,0.14,The,0
audio1061.webm,0.14,0.58,union,1
audio1061.webm,0.58,0.9,is,0
audio1061.webm,0.9,1.16,known,1
audio1061.webm,1.16,1.46,for,1
audio1061.webm,1.46,1.64,its,0
audio1061.webm,1.64,2.28,opposition,1
audio1061.webm,2.28,2.62,to,1
audio1061.webm,2.62,3.14," abortion,",1
audio1061.webm,3.76,4.64,euthanasia,1
audio1061.webm,4.64,5.38,and,0
audio1061.webm,5.38,5.76,the,0
audio1061.webm,5.76,6.16,same,1
audio1061.webm,6.16,6.68,sex,1
audio1061.webm,6.68,7.1,marriage.,1
audio1065.webm,0,0.08,the,0
audio1065.webm,0.08,0.58,dinosaurs,1
audio1065.webm,0.58,0.82,are,0
audio1065.webm,0.82,1.22,breeding.,1
audio1066.webm,0,0.12,A,0
audio1066.webm,0.12,0.42,twin,1
audio1066.webm,0.42,0.6,of,1
audio1066.webm,0.6,0.86,this,0
audio1066.webm,0.86,1.32,steely,1
audio1066.webm,1.32,1.78,was,0
audio1066.webm,1.78,2.34,recently,1
audio1066.webm,2.34,2.98,discovered,1
audio1066.webm,2.98,3.8,in,1
audio1066.webm,3.8,3.94,the,0
audio1066.webm,3.94,4.26,now,0
audio1066.webm,4.26,4.82,submerged,1
audio1066.webm,4.82,5.26,city,1
audio1066.webm,5.26,5.68,of,0
audio1066.webm,5.68,6.06,Herick,1
audio1066.webm,6.06,6.38,Leon.,1
audio1067.webm,0,0.12,The,0
audio1067.webm,0.12,0.66,district,1
audio1067.webm,0.66,1.18,includes,1
audio1067.webm,1.18,1.56,the,0
audio1067.webm,1.56,1.9,cities,1
audio1067.webm,1.9,2.14,of,1
audio1067.webm,2.14,2.84," Richland,",1
audio1067.webm,3.64,4.16,Spokane,1
audio1067.webm,4.16,5.3,and,0
audio1067.webm,5.3,5.9,Yakima,1
audio1067.webm,5.9,6.68,amongst,0
audio1067.webm,6.68,7.26,others.,0
audio1069.webm,0,0.16,It,0
audio1069.webm,0.16,0.6,carries,0
audio1069.webm,0.6,0.92,out,0
audio1069.webm,0.92,1.36,heavy,1
audio1069.webm,1.36,2.02,maintenance,1
audio1069.webm,2.02,2.8,on,1
audio1069.webm,2.8,3.16,all,1
audio1069.webm,3.16,3.56,British,1
audio1069.webm,3.56,4.38," airways,",1
audio1069.webm,4.66,5.1,bowing,1
audio1069.webm,5.1,5.34,long,1
audio1069.webm,5.34,5.68,haul,1
audio1069.webm,5.68,6.22,aircraft.,1
audio107.webm,0,1.44,There,0
audio107.webm,1.44,1.74,are,0
audio107.webm,1.74,2.54,additionally,0
audio107.webm,2.54,3.58,several,1
audio107.webm,3.58,4.1,parks,1
audio107.webm,4.1,4.48,nearby,1
audio107.webm,4.48,5.22,towns,1
audio107.webm,5.22,5.86,in,1
audio107.webm,5.86,5.98,the,0
audio107.webm,5.98,6.7,metropolitan,1
audio107.webm,6.7,7.74,area.,1
audio1070.webm,0,0.24,He,0
audio1070.webm,0.24,0.7,pointed,1
audio1070.webm,0.7,1.12,out,1
audio1070.webm,1.12,1.72,the,0
audio1070.webm,1.72,2.24,floor,1
audio1070.webm,2.24,2.72,in,1
audio1070.webm,2.72,2.98,his,0
audio1070.webm,2.98,3.64,brother's,1
audio1070.webm,3.64,4.18,argument.,1
audio1071.webm,0,0.18,There,0
audio1071.webm,0.18,0.34,is,0
audio1071.webm,0.34,0.56,some,0
audio1071.webm,0.56,1.34,ambiguity,1
audio1071.webm,1.34,2.86,pertaining,1
audio1071.webm,2.86,3.36,to,1
audio1071.webm,3.36,3.48,the,0
audio1071.webm,3.48,3.9,language,1
audio1071.webm,3.9,4.34,used,0
audio1071.webm,4.34,4.56,in,0
audio1071.webm,4.56,4.84,Beth,1
audio1071.webm,4.84,5.68,Kitei.,1
audio1073.webm,0,0.58,Admissions,1
audio1073.webm,0.58,1.06,letters,1
audio1073.webm,1.06,1.7,for,1
audio1073.webm,1.7,1.86,the,0
audio1073.webm,1.86,2.16,regular,1
audio1073.webm,2.16,2.6,admissions,1
audio1073.webm,2.6,3.54,process,1
audio1073.webm,3.54,4.12,are,0
audio1073.webm,4.12,4.74,generally,1
audio1073.webm,4.74,5.68,mailed,1
audio1073.webm,5.68,6.26,in,0
audio1073.webm,6.26,6.88,March.,1
audio1076.webm,0,0.16,It,0
audio1076.webm,0.16,0.44,has,0
audio1076.webm,0.44,0.9,two,1
audio1076.webm,0.9,1.52,serving,1
audio1076.webm,1.52,2.22,positions,1
audio1076.webm,2.22,3.62,and,0
audio1076.webm,3.62,4.3,uses,1
audio1076.webm,4.3,4.54,the,0
audio1076.webm,4.54,4.98,tribute,1
audio1076.webm,4.98,5.56,ticket,1
audio1076.webm,5.56,6.2,issuing,1
audio1076.webm,6.2,6.82,system.,1
audio1077.webm,0,0.18,One,1
audio1077.webm,0.18,0.7,family,1
audio1077.webm,0.7,1.34,supplied,1
audio1077.webm,1.34,1.7,many,0
audio1077.webm,1.7,1.92,of,0
audio1077.webm,1.92,2.64,Hatfield's,1
audio1077.webm,2.64,3.12,physicians,1
audio1077.webm,3.12,3.58,for,0
audio1077.webm,3.58,4.24,generations.,1
audio108.webm,0,0.2,He,0
audio108.webm,0.2,0.78,recognised,1
audio108.webm,0.78,1.16,the,0
audio108.webm,1.16,1.62,Council,1
audio108.webm,1.62,2.22,House,1
audio108.webm,2.22,2.6,and,0
audio108.webm,2.6,2.8,the,0
audio108.webm,2.8,3.32,Highgate,1
audio108.webm,3.32,3.8,Bridge.,1
audio1082.webm,0,0.14,We,0
audio1082.webm,0.14,0.4,shall,0
audio1082.webm,0.4,0.56,be,0
audio1082.webm,0.56,0.7,in,1
audio1082.webm,0.7,1.02," time,",1
audio1082.webm,1.14,1.26,I,0
audio1082.webm,1.26,2.48," think.""",0
audio1082.webm,2.48,2.76,He,0
audio1082.webm,2.76,3.08,said.,0
audio1083.webm,0,0.12,The,0
audio1083.webm,0.12,0.64,working,1
audio1083.webm,0.64,1.36,title,1
audio1083.webm,1.36,1.78,of,1
audio1083.webm,1.78,1.94,the,0
audio1083.webm,1.94,2.6,program,1
audio1083.webm,2.6,3.44,was,0
audio1083.webm,3.44,4.88,EcoChallenge.,1
audio1084.webm,0,0.34,This,1
audio1084.webm,0.34,0.72,was,0
audio1084.webm,0.72,1.54,his,0
audio1084.webm,1.54,2.14,final,1
audio1084.webm,2.14,2.8,appearance,1
audio1084.webm,2.8,3.42,recorded.,1
audio1085.webm,0,0.14,The,0
audio1085.webm,0.14,0.48,Don,1
audio1085.webm,0.48,1.38,Bosco,1
audio1085.webm,1.38,2.16,College,1
audio1085.webm,2.16,3.34,is,0
audio1085.webm,3.34,3.98,situated,1
audio1085.webm,3.98,4.5,in,0
audio1085.webm,4.5,5.08,Fuloro.,1
audio1086.webm,0,0.24,He,0
audio1086.webm,0.24,0.52,was,0
audio1086.webm,0.52,0.96,born,1
audio1086.webm,0.96,1.5,on,1
audio1086.webm,1.5,1.64,a,0
audio1086.webm,1.64,1.98,farm,1
audio1086.webm,1.98,2.3,near,1
audio1086.webm,2.3,3.46," Pugwash,",1
audio1086.webm,4.5,4.74,Nova,1
audio1086.webm,4.74,5.56,Scotia.,1
audio1088.webm,0,0.24,It's,0
audio1088.webm,0.24,0.7,also,0
audio1088.webm,0.7,1.14,offers,1
audio1088.webm,1.14,1.92,scholarships,1
audio1088.webm,1.92,3.12,and,0
audio1088.webm,3.12,3.48,awards,1
audio1088.webm,3.48,3.86,to,1
audio1088.webm,3.86,4.04,its,0
audio1088.webm,4.04,4.52,members.,1
audio1089.webm,0,0.44,drummer,1
audio1089.webm,0.44,0.94,Jordan,1
audio1089.webm,0.94,1.9," Hastings,",1
audio1089.webm,2.9,3.16,played,1
audio1089.webm,3.16,3.4,in,0
audio1089.webm,3.4,3.54,a,0
audio1089.webm,3.54,4.18,hardcore,1
audio1089.webm,4.18,4.82,punk,1
audio1089.webm,4.82,5.44," band,",1
audio1089.webm,6.48,7.4,Contour,1
audio1089.webm,7.4,7.58,with,0
audio1089.webm,7.58,8.04,French,1
audio1089.webm,8.04,8.48,from,0
audio1089.webm,8.48,9.36,Moonine,1
audio1090.webm,0,0.36,Little,1
audio1090.webm,0.36,0.84,India,1
audio1090.webm,0.84,1.26,differs,1
audio1090.webm,1.26,1.56,from,1
audio1090.webm,1.56,2.02,many,1
audio1090.webm,2.02,2.26,other,1
audio1090.webm,2.26,2.84,neighbourhoods,1
audio1090.webm,2.84,2.9,in,0
audio1090.webm,2.9,3.34,Singapore,1
audio1090.webm,3.34,3.74,in,0
audio1090.webm,3.74,4.24,many,0
audio1090.webm,4.24,4.72,ways.,0
audio1092.webm,0,0.58,Previous,1
audio1092.webm,0.58,1.38,conductives,1
audio1092.webm,1.38,1.82,include,1
audio1092.webm,1.82,3.24,Tom,1
audio1092.webm,3.24,3.94," Seligman,",1
audio1092.webm,4.8,5.1,Errol,1
audio1092.webm,5.1,6," Goldestone,",1
audio1092.webm,7.58,7.58,Thomas,1
audio1092.webm,7.58,8.78,Nettopple,1
audio1092.webm,8.78,9.82,and,0
audio1092.webm,9.82,10.3,Kevin,1
audio1092.webm,10.3,11.22,Griffiths.,1
audio1093.webm,0,0.12,that,0
audio1093.webm,0.12,0.6,album,1
audio1093.webm,0.6,0.96,or,0
audio1093.webm,0.96,1.22,so,0
audio1093.webm,1.22,1.78,topped,1
audio1093.webm,1.78,2.08,the,0
audio1093.webm,2.08,2.96,Estonian,1
audio1093.webm,2.96,3.6,album,1
audio1093.webm,3.6,4.16,charts.,1
audio1094.webm,0,0.3,She,0
audio1094.webm,0.3,0.62,bought,1
audio1094.webm,0.62,1.04,her,1
audio1094.webm,1.04,1.52,daily,1
audio1094.webm,1.52,2.14,copy,1
audio1094.webm,2.14,2.78,of,1
audio1094.webm,2.78,2.94,the,0
audio1094.webm,2.94,3.36,times,1
audio1094.webm,3.36,3.58,at,0
audio1094.webm,3.58,3.7,her,0
audio1094.webm,3.7,4.16,local,1
audio1094.webm,4.16,4.72,corner,1
audio1094.webm,4.72,5.06,shop.,1
audio1095.webm,0,0.14,The,0
audio1095.webm,0.14,0.7,United,1
audio1095.webm,0.7,1.62,States,1
audio1095.webm,1.62,2.36,is,0
audio1095.webm,2.36,2.8,not,1
audio1095.webm,2.8,3.52,a,0
audio1095.webm,3.52,4.32,secretary,1
audio1095.webm,4.32,5.46,and,0
audio1095.webm,5.46,5.64,has,0
audio1095.webm,5.64,5.98,not,1
audio1095.webm,5.98,6.7,banned,1
audio1095.webm,6.7,6.98,the,0
audio1095.webm,6.98,7.64,chemical.,1
audio1098.webm,0,0.3,He,0
audio1098.webm,0.3,1.54,previously,1
audio1098.webm,1.54,2.06,played,1
audio1098.webm,2.06,2.6,at,1
audio1098.webm,2.6,2.76,the,0
audio1098.webm,2.76,3.54,University,1
audio1098.webm,3.54,3.8,of,1
audio1098.webm,3.8,4.1,North,1
audio1098.webm,4.1,4.74,Dakota.,1
audio1099.webm,0,0.16,Our,0
audio1099.webm,0.16,0.6,gonery,1
audio1099.webm,0.6,1.64,is,0
audio1099.webm,1.64,2.24,typically,0
audio1099.webm,2.24,2.68,eaten,1
audio1099.webm,2.68,3.14,cold,1
audio1099.webm,3.14,4.48,and,0
audio1099.webm,4.48,5.04,is,0
audio1099.webm,5.04,5.2,a,0
audio1099.webm,5.2,5.64,source,1
audio1099.webm,5.64,5.9,of,0
audio1099.webm,5.9,6.06,the,0
audio1099.webm,6.06,6.64,thickener,1
audio1099.webm,6.64,6.96,egg,1
audio1099.webm,6.96,7.14,are.,0
audio11.webm,0,0.34,Phase,1
audio11.webm,0.34,1.04,transfer,1
audio11.webm,1.04,2.1,catalysis,1
audio11.webm,2.1,2.92,is,1
audio11.webm,2.92,3.08,a,0
audio11.webm,3.08,3.52,special,1
audio11.webm,3.52,4.14,form,1
audio11.webm,4.14,4.48,of,0
audio11.webm,4.48,5,heterogeneous,1
audio11.webm,5,6.52,catalysis.,1
audio110.webm,0,0.28,She,1
audio110.webm,0.28,0.56,has,0
audio110.webm,0.56,1.02,appeared,1
audio110.webm,1.02,1.94,on,1
audio110.webm,1.94,2.12,the,0
